userId,movieId,rating
1,1927,5
1,72559,5
1,7364,5
1,2114,5
1,1771,4
1,36643,2
1,8619,4
1,50620,4
1,65759,5
1,1724,4
1,267935,4
1,281957,5
1,77950,3
1,44896,5
1,270946,5
1,2503,5
1,9502,5
1,102899,4
1,101299,4
1,228161,5
1,74,5
1,8961,5
1,417859,4
1,27576,5
1,86834,5
1,17578,5
1,673,5
1,6972,5
1,82700,4
1,10567,5
1,181533,5
1,38055,5
1,671,4
1,49524,5
1,22,5
1,131631,5
1,591,5
1,172385,4
1,36658,5
1,51497,4
1,58574,1
1,18823,3
1,861,3
1,1911,5
1,49040,5
1,415,5
1,8871,4
1,435,4
1,955,5
1,2133,5
1,1979,5
1,87827,4
1,1250,4
1,324668,4
1,9471,5
1,70981,4
1,10996,4
1,68724,5
1,2789,5
1,97020,5
1,7459,5
1,42888,4
1,37834,4
1,75612,5
1,1895,4
1,1894,4
1,585,5
2,76170,3
2,1893,4
2,49519,4.5
2,2395,4
2,12100,4
2,290595,3.5
2,98566,4
2,49047,4
2,9619,4.5
2,308531,5
2,166424,4.5
2,1593,3
2,254128,4
2,714,3
2,2024,4
2,163,4.5
2,787,5
2,262500,4
2,2567,5
2,38745,3.5
2,40805,2.5
2,53182,3.5
2,41513,5
2,13700,3
2,262504,4
2,39254,2
2,77931,3.5
2,1639,5
2,80274,5
3,1571,0.5
3,120,0.5
3,10204,0.5
3,8489,0.5
3,10588,0.5
3,2048,5
3,1495,0.5
3,10137,0.5
3,10198,0.5
3,286217,0.5
3,1635,0.5
3,24113,3.5
3,9679,0.5
3,98,3
3,180,4.5
3,672,0.5
3,36557,0.5
3,869,0.5
3,280,2
3,11322,4
3,4982,0.5
3,36955,5
3,18487,4.5
3,39451,0.5
3,27581,5
3,9268,0.5
3,68718,5
3,10545,0.5
3,11688,5
3,76163,5
3,2059,4.5
3,2486,5
3,16523,0.5
3,116711,5
3,37710,4.5
3,9946,5
3,1372,4.5
3,106646,5
3,414,0.5
4,563,3
4,83542,2
4,41216,3
4,314,2
4,184315,3
4,9016,3
4,18162,4
4,138103,5
4,257088,1
4,10214,5
4,205775,3
4,11692,5
4,22972,2
4,227973,5
4,29193,1
4,1734,5
4,3131,2
4,76758,3
4,9408,5
4,9890,5
4,855,1
4,77953,5
4,18,5
4,37786,4
4,10501,4
4,57800,3
4,150689,3
4,7980,4
4,12,2
4,122,1
4,121,2
4,68737,5
4,1995,5
4,157353,5
4,331,1
4,61791,5
4,8204,1
4,47964,2
4,10733,4
4,9806,5
4,1408,3
4,32657,2
4,607,5
4,863,3
4,44048,4
4,5175,3
4,2655,4
4,22794,4
4,8355,5
4,116745,4
4,4327,4
4,1422,4
4,10674,5
4,7446,5
4,65754,5
4,1572,5
4,10528,5
4,271969,5
4,10865,5
4,258509,3
4,2253,4
4,10661,5
4,257344,3
4,644,2
4,10756,4
4,686,5
4,9383,2
4,179,5
4,76285,5
4,1996,5
4,291805,3
4,10003,5
4,1535,5
4,2067,4
4,46195,1
4,2277,5
4,10357,5
4,4477,5
4,8665,3
4,9387,2
4,921,5
4,49852,1
4,4464,4
4,664,4
4,8358,4
4,9836,5
4,2502,4
4,9772,4
4,161,4
4,52451,2
4,76492,5
4,4523,5
4,59961,4
4,10481,4
4,59108,3
4,1581,1
4,9798,5
4,22897,4
4,298,4
4,7484,4
4,157350,3
4,853,1
4,10159,2
4,9593,4
4,1904,1
4,9615,4
4,51052,4
4,297,5
4,9884,3
4,16858,5
4,62764,2
4,22538,4
4,9341,3
4,12107,2
4,9637,4
4,49049,3
4,9339,4
4,16281,1
4,39691,3
4,8247,5
4,11253,2
4,1949,5
4,8452,4
4,310,2
4,27578,4
4,954,5
4,70160,4
4,45243,3
4,364,5
4,7518,5
4,11544,5
4,9986,4
4,8656,5
4,146216,1
4,9291,1
4,55301,2
4,109418,4
4,11665,4
4,6964,5
4,11324,3
4,12193,4
4,9928,4
4,754,1
4,10202,5
4,4147,5
4,50546,1
4,1701,4
4,13027,5
4,2289,2
4,20504,4
4,9574,1
4,11618,2
4,2300,5
4,12096,5
4,10200,5
4,8834,4
4,228150,4
4,6068,5
4,41515,2
4,9023,2
4,38317,4
4,2157,4
4,14462,5
4,161795,4
4,159824,3
4,49948,5
4,2135,4
4,9822,1
4,9705,4
4,1656,4
4,12159,4
4,9678,4
4,4442,3
4,75,5
4,330770,4
4,9433,4
4,19959,2
4,11973,1
4,11228,5
4,77951,2
4,5491,1
4,10715,3
4,10197,3
4,9562,5
4,9922,4
4,9447,3
4,274854,4
4,8870,4
4,9992,3
4,36970,1
4,10077,3
4,76649,4
4,293644,3
4,453,3
4,8587,4
4,72545,5
4,109451,3
4,9533,4
4,2023,3
4,71880,3
4,584,2
4,309809,5
4,4858,4
4,17711,3
4,328111,2
4,8698,4
4,93456,1
4,602,4
4,330,3
4,953,1
4,9693,3
4,36657,5
4,8909,3
4,9802,4
4,950,4
4,1824,5
5,2976,4
5,11026,4
5,332,4
5,75656,4
5,38365,3
5,594,4
5,15189,5
5,11678,4
5,6538,3
5,10555,3
5,1125,4
5,4551,5
5,612,3
5,9567,4
5,37821,3
5,203801,1
5,2539,5
5,9297,5
5,3172,3
5,6520,2
5,1439,3
5,37958,3
5,2026,3
5,7450,2
5,11375,3
5,9425,4
5,25769,2
5,23685,3
5,11866,4
5,9741,4
5,211672,5
5,23629,3
5,8688,5
5,10153,4
5,153518,3
5,8676,4
5,20829,3
5,4349,5
5,9718,3
5,10808,5
5,197,5
5,25,5
5,35,3
5,11086,3
6,10477,4
6,1997,5
6,6947,3
6,3050,5
6,2675,4
6,809,4
6,920,3
6,4806,3
6,7451,4
6,228165,3
6,3595,4
6,16869,4
6,879,4
6,1573,2
6,9257,2
6,1903,5
6,9697,4
6,395,3
6,23398,4
6,10590,3
6,117263,3
6,200,4
6,44943,4
6,587,5
6,10395,4
6,57212,4
6,152760,3
6,2756,4
6,33909,4
6,49017,1
6,9882,4
6,2270,4
6,978,4
6,44564,4
6,3132,3
6,8814,3
6,8427,4
6,52520,3
6,80585,5
6,10592,3
6,49021,2
6,11535,4
6,10550,4
6,11258,4
6,12610,4
6,59981,3
6,201088,1
6,5137,4
6,3093,3
6,107846,5
6,188207,4
6,4614,3
6,24021,3
6,11371,3
6,20352,3
6,11517,4
6,214756,4
6,26428,4
6,9824,4
6,48988,4
6,9008,3
6,300673,4
6,12113,3
6,38778,5
6,72331,3
6,1844,3
6,846,3
6,9703,5
6,857,3
6,136797,3
6,3981,3
6,425,3
6,6171,1
6,72976,2
6,603,3
6,568,3
6,9021,3
6,82695,3
6,9489,2
6,12133,4
6,9342,3
6,41733,3
6,227306,3
6,5551,3
6,9350,4
6,9208,3
6,4244,3
6,1852,4
6,11820,4
6,76493,4
6,345,3
6,196867,2
6,256591,3
6,59962,4
6,36648,3
6,1880,4
6,9440,5
6,71679,3
6,10483,2
6,11412,4
6,11983,4
6,6795,3
6,550,3
6,11170,3
6,9292,5
6,10783,4
6,100241,3
6,257,4
6,9947,3
6,189,3
6,12618,3
6,253412,5
6,1427,3
6,818,4
6,16577,5
6,329,3
6,12160,3
6,9331,3
6,300168,3
6,9072,4
6,3536,3
6,9087,4
6,12177,4
6,12138,5
6,273248,3
6,9955,4
6,50359,3
6,1271,2
6,693,3
6,14306,3
6,497,4
6,11199,3
6,9982,2
6,210577,3
6,2501,3
6,710,4
6,2275,3
6,37165,1
6,9837,3
6,10708,5
6,136400,4
6,10992,5
6,9654,4
6,2642,5
6,8916,1
6,19899,4
6,2119,3
6,9641,3
6,294254,5
6,38167,3
6,5994,5
6,39514,4
6,9563,4
6,547,3
6,1538,3
6,9334,3
6,11128,3
6,75780,3
6,8914,5
6,13576,5
6,39538,4
6,10628,3
6,14836,4
6,8645,4
6,9509,4
6,10067,5
6,9384,3
6,9279,3
6,1487,3
6,9422,3
6,77174,4
6,4824,3
6,9620,5
6,9302,3
6,10199,4
6,10771,5
6,3512,4
6,137094,3
6,274479,3
6,267860,5
6,8078,3
6,7485,4
6,170687,3
6,6435,3
6,137106,3
6,10040,3
6,6278,3
6,82682,3
6,17610,4
6,22954,3
6,16995,3
6,16558,3
6,9849,5
6,5820,4
6,16866,3
6,201,3
6,11775,4
6,87825,3
6,12201,4
6,11015,4
6,9932,3
6,13389,5
6,8838,3
6,17332,3
6,4958,2
6,786,4
6,9513,4
6,11679,3
6,38321,4
6,14411,4
6,8413,4
6,10052,5
6,9676,3
6,9664,3
6,2100,3
6,10384,4
6,137321,3
6,123553,3
6,11260,3
6,9009,5
6,11374,3
6,2309,3
6,8285,4
6,210860,3
6,2312,3
6,9839,4
6,381902,4
6,13922,3
6,293660,3
6,9713,3
6,190859,3
6,257445,3
6,9007,3
6,889,3
6,1370,3
6,4942,3
6,347969,4
6,24438,3
6,116741,2
6,35791,3
6,72431,3
6,1813,5
6,87428,4
6,8840,3
6,10589,5
6,71676,5
6,1722,3
6,10022,5
6,11358,3
6,13,4
6,6477,4
6,1597,5
6,10530,3
6,1924,4
6,9327,3
6,8488,3
6,10603,4
6,8273,5
6,109424,3
6,35056,4
6,8839,4
6,156022,1
6,7303,4
6,8963,3
6,1402,3
6,9315,3
6,8984,3
6,795,4
6,24,3
6,11353,4
6,393,5
6,9618,3
6,9374,4
6,8584,2
6,2320,5
6,58224,3
6,1729,1
6,175574,3
6,8077,3
6,8818,5
6,8195,5
6,10586,3
6,116149,3
6,80035,3
6,10632,4
6,12117,3
6,1792,5
6,13260,4
6,72197,3
6,3580,4
6,12123,3
6,9566,3
6,9833,4
6,4517,4
6,8202,3
6,16072,3
6,34314,3
6,19724,3
6,145220,3
6,14623,3
6,42297,3
6,2841,4
6,802,4
6,10375,4
6,36586,2
6,11321,4
6,70074,4
6,242,3
6,9621,5
6,1819,4
6,8536,4
6,8046,3
6,1717,4
6,479,3
7,9444,4.5
7,824,4.5
7,11456,3
7,261023,4.5
7,3683,4
7,22803,5
7,285923,5
7,39437,3
7,1950,5
7,640,5
7,97630,2
7,9767,3
7,11631,2.5
7,32856,3
7,6519,5
7,8741,3.5
7,49520,4
7,1850,4
7,524,4.5
7,26389,3
7,11817,4
7,2123,4
7,9907,1.5
7,9969,4
7,18239,4
7,808,4
7,38050,5
7,8367,4.5
7,9390,5
7,72105,1.5
7,2898,5
7,10312,3.5
7,109443,5
7,2022,4
7,37686,3
7,462,3
7,9919,0.5
7,187017,4
7,628,1.5
7,10201,4.5
7,302699,5
7,9441,2
7,274167,3.5
7,224141,5
7,388,1.5
7,2112,3
7,10329,4.5
7,74465,2
7,13811,2.5
7,6877,1.5
7,10320,3.5
7,50646,4.5
7,8920,4
7,13673,4.5
7,60308,1.5
7,6950,4.5
7,225574,1.5
7,13836,1
7,752,3.5
7,6038,5
7,9975,4
7,11451,2.5
7,12103,3
7,60304,4
7,2251,2
7,46529,2
7,231,4
7,300671,0.5
7,228326,4.5
7,9754,1
7,66,1.5
7,4421,1.5
7,2649,3
7,588,4
7,10393,4
7,71552,4
7,9631,4.5
7,216282,4.5
7,306,3.5
7,928,3.5
7,205587,0.5
7,6623,4
7,1577,3
7,9801,3
7,2116,1.5
7,9624,5
7,14199,4.5
7,1907,4.5
7,4599,4
7,22832,4.5
7,10390,4
7,9879,4
7,38579,0.5
7,44603,4.5
7,11892,4.5
7,9691,2
7,1248,4.5
7,12220,4
7,72710,3
7,10782,4
7,9573,4.5
7,4959,3.5
7,10061,2.5
7,10386,2
7,421,4.5
7,316152,4.5
7,11615,3.5
7,13498,1
7,241554,1
7,2252,4.5
7,11968,1.5
7,10047,1
7,38319,3.5
7,69668,1
7,9770,4.5
7,11212,4
7,10533,4
7,38363,3.5
7,9923,4
7,11863,1
7,18501,2.5
7,109491,2.5
7,9275,4
7,329833,3
7,12634,3.5
7,10416,2
7,47327,3.5
7,15268,2
7,10796,1.5
7,9548,2
7,18947,3.5
7,1900,3.5
7,89,1
7,96724,2
7,198184,1
7,9481,3
7,4547,4.5
7,53953,3.5
7,6415,3.5
7,181283,4.5
7,9896,4
7,167,4.5
7,11232,1
7,1636,0.5
7,2148,1
7,5176,1
7,260346,4.5
7,1389,2.5
7,9894,4.5
7,7504,3.5
7,8592,0.5
7,913,3
8,11091,4
8,1368,2
8,593,4
8,5393,4
8,9095,3
8,8874,5
8,11467,3
8,320,4
8,199,5
8,20533,3
8,10684,3
8,1624,4
8,325789,2
8,113464,5
8,888,4
8,82675,3
8,4256,4
8,1493,3
8,88751,3
8,11130,3
8,9944,5
8,10731,3
8,7350,3
8,9869,4
8,4379,3
8,146233,5
8,2034,3
8,926,3
8,4248,5
8,64328,5
8,36647,3
8,7214,4
8,1537,5
8,9360,1
8,6282,3
8,508,4
8,9487,3
8,768,4
8,2636,2
8,10478,5
8,27983,3
8,9981,3
8,7453,3
8,15045,5
8,7737,3
8,232672,4
8,17379,3
9,8987,3
9,11359,3
9,82525,4
9,9759,3
9,9486,3
9,9906,4
9,841,5
9,4688,2
9,4148,4
9,2207,5
9,9381,5
9,9625,4
9,9304,2
9,20856,3
9,5955,4
9,9899,3
9,9826,5
9,21355,3
9,10858,2
9,11439,2
9,9457,3
9,12412,3
9,1494,1
9,13184,1
9,2185,5
9,6639,4
9,38153,3
9,58233,4
9,116977,4
9,68734,4
9,5503,5
9,27573,1
9,819,1
9,1369,3
9,9623,3
9,10895,4
9,10935,1
9,834,4
9,228066,5
9,711,5
9,10468,4
9,10027,1
9,11812,4
9,37233,2
9,37950,4
9,27582,2
10,64688,1
10,509,3.5
10,7443,4
10,5966,3.5
10,11066,4
10,136795,0.5
10,8095,3
10,87826,3
10,11560,3
10,25189,3.5
10,2637,4
10,18480,0.5
10,709,3.5
10,49730,0.5
10,2749,1
10,9607,0.5
10,1830,4
10,79,3
10,54054,3.5
10,228967,4.5
10,46528,4.5
10,27936,4
10,65,4
10,280391,3
10,9476,3.5
10,10610,3
10,745,3
10,49527,4
10,73937,3
10,1885,3
10,168672,3
10,18240,3.5
10,10398,4
10,165,4
10,240832,4
10,216015,3
10,12279,4
10,1645,4
10,11007,4.5
10,193756,3.5
10,11287,4
10,259693,3.5
10,37799,5
10,10184,3.5
10,4257,5
10,4234,3.5
10,196,3.5
10,257091,3
10,6114,5
10,24803,2.5
10,109410,3.5
10,1213,1
10,100042,3.5
10,9036,2.5
10,257211,4.5
10,323675,3
10,9361,3
10,1677,5
10,187,3
10,7461,4
10,16538,2.5
10,9889,3
10,820,5
10,11565,5
10,6073,3
10,16996,4.5
10,193610,1.5
10,19912,3.5
10,296098,3.5
10,8007,3
10,32823,3.5
10,4380,4.5
10,11551,2.5
10,10336,2
10,11362,3
10,50348,2
10,48138,2.5
10,1124,3.5
10,227159,4.5
10,68179,0.5
10,1579,3.5
10,708,4
10,34851,4.5
10,9930,3
10,1586,3
10,2044,0.5
10,9913,5
10,71864,2.5
10,10761,3.5
10,209451,3
10,11975,3.5
10,4970,3.5
10,11831,2.5
10,9096,3
10,440,3
10,11011,2
10,10641,3
10,11172,5
10,39513,3.5
10,82687,2.5
10,41446,5
10,8224,3.5
10,10537,3.5
10,225886,2
10,10385,3.5
10,55779,3
10,10154,3.5
10,10647,4
10,11431,3
10,8457,3
10,188161,5
10,8850,5
10,64685,4.5
10,38357,4
10,10060,4
10,11398,3
10,1833,3.5
10,10391,5
10,8970,0.5
10,9306,1
10,11370,3
10,12184,4
10,1921,4
10,1683,4
10,203,2.5
10,11858,3.5
10,62835,4.5
10,18937,1
10,13536,2
10,15556,0.5
10,10718,0.5
10,11062,4
10,10802,4
10,1887,4.5
10,6071,4
10,10461,1
10,80278,3.5
10,12704,5
10,10315,4
10,16643,5
11,2687,5
11,194,3
11,11025,4
11,8849,2
11,78698,3
11,30943,5
11,9544,5
11,24418,3
11,7288,3
11,14655,4
11,24575,3
11,10366,4
11,19898,4
11,4965,5
11,15074,5
11,56715,3
11,1272,2
11,72358,3
11,20542,4
11,266396,3
11,9978,5
11,8271,3
11,10428,4
11,5353,4
11,11934,3
11,14392,4
11,19495,5
11,110415,4
11,77459,5
11,26486,4
11,9495,4
11,256040,4
11,24420,4
11,1257,3
11,62214,5
11,16320,4
11,8842,4
11,9531,3
11,64807,3
11,12289,1
11,11529,5
11,20943,3
11,9099,4
11,9488,4
11,193,3
11,44865,5
11,55787,4
11,257932,4
11,10400,4
11,1957,4
11,10833,3
11,256961,3
11,5852,5
11,12312,4
11,622,5
11,11306,5
11,12508,4
11,25793,2
11,10534,4
11,1091,4
11,87421,4
11,10871,2
11,13503,3
11,13600,5
12,68722,4
12,14324,5
12,14325,5
12,299687,5
12,312221,4.5
12,23168,3
12,76494,3.5
12,4944,3.5
12,10488,4
12,96721,5
12,334,4.5
12,23742,3.5
12,259694,5
12,62837,3
12,8966,5
12,8470,3.5
12,11001,5
12,138832,3.5
12,16911,3
12,2163,5
12,36670,5
12,23048,5
12,227735,4
12,2155,5
12,8409,5
12,222936,4.5
12,31908,4.5
12,10219,4
12,48171,5
12,782,5
12,75531,5
12,11802,5
13,9776,5
13,18785,1
13,365222,3
13,817,3
13,268,5
13,45054,4
13,943,3
13,22881,4
13,10054,4
13,51540,3
13,44264,3
13,350,2
13,152,5
13,109431,4
13,1598,2
13,8065,3
13,271718,5
13,11638,4
13,409,3
13,2118,4
13,11459,4
13,10806,4
13,9348,4
13,377,4
13,8843,3
13,9313,4
13,39486,3
13,1273,3
13,13920,5
13,50544,5
13,325133,4
14,140823,3
14,1883,3
14,89492,1
14,22949,4
14,12437,4
14,2959,3
14,9957,5
14,11648,5
14,9366,3
14,1576,5
14,609,4
14,5516,2
14,13051,3
14,49530,3
14,34806,5
14,49022,5
14,11469,4
14,23479,3
14,11667,3
14,423,5
14,2447,4
14,10066,2
14,2288,3
14,88794,4
14,13515,1
14,11979,4
14,169,3
14,8090,4
14,11622,4
14,3604,3
14,9541,3
14,94348,4
14,8197,3
14,336004,3
14,35019,3
14,10410,5
14,8836,3
14,14442,3
14,321741,4
14,59965,3
14,14175,3
14,11004,4
14,11918,3
14,98357,4
14,10012,2
14,49526,4
14,268920,3
14,9093,1
15,119283,2.5
15,11823,1
15,35169,3.5
15,118957,1
15,849,1
15,4515,3
15,18886,5
15,6575,3
15,6440,4
15,13496,5
15,18320,1
15,22787,5
15,8967,3
15,37498,5
15,144336,3
15,9616,5
15,13056,2
15,14113,3.5
15,285783,2
15,49478,4
15,9726,5
15,20763,4
15,9702,5
15,9311,5
15,9280,5
15,26843,4
15,11876,3.5
15,22267,5
15,45958,3
15,1969,3
15,310706,4.5
15,198663,2.5
15,239573,5
15,10436,5
15,1381,4
15,2162,3.5
15,127493,3
15,12429,1.5
15,228205,5
15,2900,2.5
15,21311,4.5
15,77875,4
15,192136,3
15,18254,4
15,881,4.5
15,10877,2.5
15,9600,5
15,202575,5
15,71469,4
15,85446,5
15,326,3.5
15,10685,4
15,7220,5
15,9763,1.5
15,72387,3
15,12596,4
15,1892,3
15,13460,4
15,8055,3.5
15,50647,1.5
15,10719,3
15,9294,4
15,11888,5
15,9647,3.5
15,9353,3.5
15,55721,5
15,109414,4
15,10307,3
15,11978,3.5
15,22907,2
15,87567,5
15,38322,3
15,45612,3.5
15,7305,3
15,3594,3.5
15,157841,3
15,11519,2.5
15,12920,3.5
15,59,2.5
15,9335,5
15,12106,4.5
15,11141,3
15,8649,4.5
15,31867,3
15,10253,3.5
15,3587,2
15,124459,2
15,24662,3.5
15,32274,3
15,182,4
15,5494,3
15,28,3.5
15,38073,4
15,2054,3.5
15,302156,4
15,606,2.5
15,87502,3
15,698,3.5
15,120467,5
15,11313,4.5
15,6488,3.5
15,10559,2
15,296099,3
15,8012,2
15,1574,3
15,9032,3
15,2770,4
15,862,1
15,1637,4
15,72570,3.5
15,27569,4.5
15,10637,4
15,1669,2
15,132363,4
15,9472,1.5
15,2907,4.5
15,9273,4.5
15,9880,1.5
15,2925,2
15,807,2
15,17654,2.5
15,11836,2
15,322,5
15,70,2
15,9535,2
15,11036,1
15,6557,4
15,18126,4.5
15,16340,3
15,10333,5
15,4476,3
15,22947,3.5
15,2755,3.5
15,82654,5
15,59967,3.5
16,16300,3.5
16,9598,4
16,82696,4.5
16,9870,2
16,8292,3
16,8780,4
16,9715,3
16,10521,4
16,10762,4
16,10096,3.5
16,59436,4
16,227783,4.5
16,4133,3
16,10207,4.5
16,172,4
16,21972,4
16,36593,4.5
16,707,4
16,533,2.5
16,6023,3.5
16,6439,3.5
16,4347,4
16,37056,3.5
16,4105,4
16,76489,4
16,3933,4
16,9918,4
16,273481,3.5
16,307081,2.5
16,16871,4
16,293863,3
16,13156,4
16,41233,3.5
16,9266,5
16,1262,3
16,4513,4
16,22970,4
16,7278,4
16,9013,3.5
16,865,4
16,10776,3
16,50456,4.5
16,9823,4
16,59861,4
16,133805,4
16,12763,4.5
16,9766,4
16,14034,4
16,12244,4
16,109421,4
16,11137,3
16,51162,4
16,10152,3.5
16,9452,3.5
16,239566,3.5
16,53113,4
16,9271,3.5
16,4474,3.5
16,184346,1.5
16,48340,3
16,14846,3.5
16,72207,3
16,16232,3.5
16,43539,3.5
16,9920,3.5
16,8978,3.5
16,11702,3.5
16,18550,4
16,8869,3.5
16,43347,4
16,3489,3.5
16,9701,3.5
16,2122,4
16,37707,4
16,10658,4
16,13150,3.5
16,9042,3
16,17813,4.5
16,11208,3.5
16,58151,4
16,11400,3.5
16,10350,4.5
16,28902,4
16,14164,3.5
16,76640,4
16,11058,3.5
16,14844,3.5
16,57089,3.5
16,1947,3.5
16,8054,4
16,46829,4
16,146238,4
16,9989,4.5
16,9665,4
16,311,4
16,102362,4.5
16,11162,3
16,6016,4.5
17,17186,4.5
17,13967,3.5
17,2008,4
17,9053,4.5
17,4512,4.5
17,76349,4
17,31203,3.5
17,265208,5
17,45610,3.5
17,50135,5
17,1874,5
17,271331,5
17,215211,4.5
17,367961,4.5
17,10955,3.5
17,223702,4.5
17,254470,4.5
17,69,4.5
17,4967,4.5
17,9449,4.5
17,11499,4
17,4912,5
17,12771,3.5
17,323676,4
17,12506,3.5
17,24071,4.5
17,11249,4
17,9667,4
17,812,4.5
17,277216,4
17,87,3.5
17,14444,4.5
17,2043,5
17,315664,3.5
17,1428,4.5
17,562,5
17,15373,5
17,318846,3.5
17,26320,5
17,14292,4.5
17,924,4.5
17,2018,4.5
17,192577,4.5
17,9428,4
17,2832,5
17,137093,4
17,699,4
17,9778,4
17,8831,4
17,9398,4.5
17,112949,4
17,10439,3
17,3638,3.5
17,23483,4
17,62206,3
17,10577,5
17,218778,4
17,4348,4
17,78,3.5
17,11780,4.5
17,192102,4
17,2001,4.5
17,10383,4.5
17,11516,5
17,10025,3.5
17,15198,4
17,23172,4
17,17834,4.5
17,10016,4.5
17,10317,4.5
17,58431,4
17,9746,3.5
17,13092,4
17,59859,4.5
17,13495,3.5
17,254473,4.5
17,700,4
17,4964,4
17,10024,4.5
17,13490,5
17,15927,4
17,1259,5
17,5125,4
17,174,4.5
17,9583,5
17,9437,3.5
17,525,5
17,10188,4.5
17,63574,4
17,245,4
17,9825,4.5
17,186,4
17,9549,4.5
17,61891,4
17,34584,4.5
17,2666,3.5
17,12783,3.5
17,13155,4
17,42807,4.5
17,28355,3.5
17,8080,4
17,5126,4.5
17,56288,4
17,303858,3.5
17,1613,4
18,31582,3.5
18,16617,3
18,8944,4
18,41488,4.5
18,37028,4
18,14560,2.5
18,10330,4
18,6957,4.5
18,1934,5
18,169917,3.5
18,951,2.5
18,10189,4.5
18,9454,4
18,2055,3.5
18,1551,4
18,5902,4
18,11460,4
18,9358,3
18,134,4
18,22894,2.5
18,134374,4.5
18,1901,4
18,15028,4
18,11509,4.5
18,7445,4
18,17047,5
18,62838,4
18,2057,4
18,70436,2.5
18,16784,4.5
18,8011,3
18,31640,2.5
18,9092,3
18,2779,2.5
18,316002,2.5
18,36355,2.5
18,238615,4
18,1985,2
18,615,3
18,788,3.5
18,380,2.5
18,13223,3.5
18,10523,3.5
18,8681,2
18,239571,4
18,619,4.5
18,424,4
18,50014,4
18,162903,3.5
18,11024,3.5
18,208763,4.5
18,6466,4
18,254024,4.5
18,12589,3
18,7191,4.5
18,1497,3.5
18,117,3
18,6977,3
18,168530,3
18,634,4
18,392,4.5
18,10327,4
18,88042,2
18,41630,3.5
18,11969,4
18,2085,4.5
18,794,4
18,9286,4
18,77877,4
18,1265,5
18,866,4
18,175555,3.5
18,75174,4
18,11096,3.5
18,8699,4.5
18,769,4
18,10923,4
18,11283,4
18,111,4.5
18,11676,4.5
18,746,4.5
18,77866,4
18,9416,4
18,7345,5
18,14317,5
18,20694,4.5
18,12277,4.5
18,9779,3.5
18,2140,5
18,12620,4.5
18,14177,4.5
18,198185,4.5
18,227156,4
18,10735,4.5
18,11351,5
18,10030,4.5
18,10623,4.5
18,590,4.5
18,9655,4.5
18,1268,4
18,11237,4
18,190955,4
18,5123,4.5
18,4518,4
18,11932,4
18,11165,4
18,6116,3.5
18,57431,4
18,21724,4
18,278,4.5
18,9290,3.5
18,11543,4
18,284536,4.5
18,152737,3.5
18,13374,3
18,8976,4
18,319888,2.5
18,9469,3.5
18,1909,3.5
18,22971,3.5
18,34813,3
18,46261,4
18,10431,3.5
18,8051,3.5
18,9352,3.5
18,10167,3
18,18147,4
18,17170,4
18,18975,4
18,15487,4.5
18,22825,3.5
18,11152,3.5
18,1831,4
18,43931,3
18,10591,3.5
18,10861,2.5
18,12770,4
18,276907,4
18,10074,4
18,65055,3.5
18,10397,3.5
18,200505,3.5
18,11954,3
18,60309,4
18,9787,4
